id,first_name,last_name,email,mbti,self identified gender,matching gender preferences
101088,Jemma,Martinez,example101088@students.pitzer.edu,ENFP,"men, women, non-binary","women, non-binary"
101089,Addison,Sweeney,example101089@scrippscollege.edu,ISFP,men,women
101090,Gustavo,Acevedo,example101090@scrippscollege.edu,ESFJ,non-binary,non-binary
101091,Serenity,West,example101091@scrippscollege.edu,,men,women
101092,Teresa,Grant,example101092@students.claremontmckenna.edu,ISTP,men,women
101093,Kamila,Sharp,example101093@students.pitzer.edu,INFP,non-binary,"men, women"
101094,Laney,Acevedo,example101094@scrippscollege.edu,ENFP,men,women
101095,Madison,Winters,example101095@mymail.pomona.edu,ESTP,men,women
101096,Ayaan,Moss,example101096@mymail.pomona.edu,,women,men
101097,Waylon,Stevenson,example101097@students.pitzer.edu,ISFJ,non-binary,"men, non-binary"
101098,Monica,Terry,example101098@students.claremontmckenna.edu,ESTP,"women, non-binary",men
101099,Teagan,Hicks,example101099@mymail.pomona.edu,ENTP,men,women
101100,Kaden,Carson,example101100@students.pitzer.edu,ISTJ,"women, non-binary","men, non-binary"
101101,Theo,McKee,example101101@mymail.pomona.edu,ENFP,men,"men, non-binary"
101102,Myles,Schmitt,example101102@students.claremontmckenna.edu,,men,women
101103,Hattie,Vang,example101103@scrippscollege.edu,ESTP,women,men
101104,Scott,Martinez,example101104@scrippscollege.edu,ESTJ,men,women
101105,Jazmin,Holloway,example101105@students.claremontmckenna.edu,ISFJ,women,"men, non-binary"
101106,Cairo,Oliver,example101106@scrippscollege.edu,INTJ,women,men
101107,Kaydence,Delarosa,example101107@students.pitzer.edu,ENTJ,non-binary,"men, women"
101108,Haylee,Whitney,example101108@students.claremontmckenna.edu,ESFJ,men,women
101109,Lina,Zavala,example101109@mymail.pomona.edu,ENFP,men,women
101110,Paislee,Gates,example101110@hmc.edu,INTJ,women,men
101111,Ryan,Felix,example101111@students.claremontmckenna.edu,ISTJ,"women, non-binary",non-binary
101112,Aydin,Howell,example101112@students.pitzer.edu,ENTP,women,women
101113,Deborah,Bond,example101113@students.pitzer.edu,ISFP,women,men
101114,Alisson,Dickson,example101114@scrippscollege.edu,ENFJ,women,"men, non-binary"
101115,Lexie,Hudson,example101115@scrippscollege.edu,ISFP,women,men
101116,Danny,McKee,example101116@students.pitzer.edu,ESTP,non-binary,men
101117,Truett,Lewis,example101117@mymail.pomona.edu,ISTP,women,"men, women"
101118,Bethany,Norris,example101118@students.claremontmckenna.edu,ISFJ,men,women
101119,Giselle,Burns,example101119@students.pitzer.edu,ENFJ,non-binary,women
101120,August,Strickland,example101120@hmc.edu,ENTP,women,men
101121,Mya,Tran,example101121@hmc.edu,ESFJ,women,men
101122,Dorothy,Garcia,example101122@hmc.edu,ISFP,"women, non-binary","women, non-binary"
101123,Alexandra,Quintero,example101123@mymail.pomona.edu,INFJ,men,women
101124,Cyrus,Sexton,example101124@hmc.edu,ENFJ,"men, women","men, women"
101125,Bjorn,Velasquez,example101125@students.claremontmckenna.edu,ENTJ,women,men
101126,Reyna,Harrell,example101126@scrippscollege.edu,INFP,men,women
101127,Abraham,Gilmore,example101127@students.claremontmckenna.edu,ISFJ,women,men
101128,Rylan,Finley,example101128@students.claremontmckenna.edu,ISTJ,non-binary,"women, non-binary"
101129,Josie,Cochran,example101129@students.claremontmckenna.edu,ENFJ,women,men
101130,Hugh,Whitehead,example101130@students.pitzer.edu,ISFJ,men,women
101131,Maison,Lam,example101131@students.claremontmckenna.edu,ENTP,men,"women, non-binary"
101132,Sarai,Waters,example101132@scrippscollege.edu,ISTP,women,men
101133,Emery,McFarland,example101133@hmc.edu,INTP,men,women
101134,Iyla,Bartlett,example101134@mymail.pomona.edu,ISFP,men,women
101135,Finley,Schmidt,example101135@students.claremontmckenna.edu,ENFP,men,women
101136,Nala,Santiago,example101136@students.pitzer.edu,,non-binary,men
101137,Joaquin,O’Connell,example101137@mymail.pomona.edu,ISTJ,men,women
101138,Aydin,Kemp,example101138@hmc.edu,,men,women
101139,Ayden,Dawson,example101139@scrippscollege.edu,ISTJ,men,women
101140,Harmony,Camacho,example101140@scrippscollege.edu,INFJ,women,"women, non-binary"
101141,Landry,Williamson,example101141@students.pitzer.edu,INFJ,men,women
101142,Ramon,Stewart,example101142@students.pitzer.edu,ESTJ,women,men
101143,Finn,Kelley,example101143@scrippscollege.edu,ENFJ,men,women
101144,Maleah,Bradshaw,example101144@students.claremontmckenna.edu,INTP,non-binary,women
101145,Alexandra,Clarke,example101145@students.claremontmckenna.edu,ESTJ,women,men
101146,Anakin,Juarez,example101146@scrippscollege.edu,INTP,men,women
101147,Ahmed,Pratt,example101147@hmc.edu,ENTJ,women,men
101148,Emmett,Mason,example101148@mymail.pomona.edu,ISTJ,men,"men, women, non-binary"
101149,Anya,Flowers,example101149@hmc.edu,ESTP,"women, non-binary",men
101150,Henry,Sharp,example101150@students.pitzer.edu,ESTP,men,"men, women"
101151,Walter,Grimes,example101151@scrippscollege.edu,ENTP,non-binary,non-binary
101152,Harris,Stafford,example101152@mymail.pomona.edu,ISTJ,men,women
101153,Alaiya,Avery,example101153@students.claremontmckenna.edu,ISTJ,men,"men, women"
101154,Lucas,Rosas,example101154@students.claremontmckenna.edu,ESTP,"men, women, non-binary","men, non-binary"
101155,Yaretzi,Randolph,example101155@students.claremontmckenna.edu,INFJ,women,men
101156,Meredith,Weeks,example101156@mymail.pomona.edu,ESFP,non-binary,non-binary
101157,Paris,Cole,example101157@hmc.edu,ISFP,men,women
101158,Raquel,Whitaker,example101158@students.claremontmckenna.edu,ESTP,women,men
101159,Killian,Cuevas,example101159@scrippscollege.edu,ESFJ,non-binary,"men, non-binary"
101160,Wyatt,Levy,example101160@hmc.edu,ISFJ,women,men
101161,Leyla,Zavala,example101161@students.claremontmckenna.edu,ENTJ,women,"men, women"
101162,Jenna,Barr,example101162@students.claremontmckenna.edu,ENFP,women,men
101163,Miracle,Nicholson,example101163@students.claremontmckenna.edu,ESTP,women,men
101164,Elaine,Franco,example101164@mymail.pomona.edu,ESTP,"men, women, non-binary",non-binary
101165,Deborah,Fischer,example101165@hmc.edu,INTP,men,women
101166,Jesus,Corona,example101166@hmc.edu,INFP,non-binary,non-binary
101167,Fletcher,Lu,example101167@scrippscollege.edu,ISFJ,men,"women, non-binary"
101168,Marianna,Singh,example101168@students.claremontmckenna.edu,ESFJ,women,men
101169,Alexandra,Cuevas,example101169@mymail.pomona.edu,ISTJ,women,men
101170,Jayla,Harding,example101170@hmc.edu,INTJ,women,men
101171,Mack,Pollard,example101171@mymail.pomona.edu,ISTP,men,women
101172,Rohan,Neal,example101172@scrippscollege.edu,ESFP,men,"men, non-binary"
101173,Tanner,Durham,example101173@mymail.pomona.edu,ESFP,women,men
101174,Jayla,Vaughn,example101174@students.claremontmckenna.edu,ENFJ,women,men
101175,Sullivan,Wilcox,example101175@students.claremontmckenna.edu,ENTP,men,women
101176,Ty,Durham,example101176@hmc.edu,INFJ,women,men
101177,Brody,Melendez,example101177@hmc.edu,ISFJ,men,women
101178,Sergio,Boyle,example101178@students.pitzer.edu,INFJ,men,non-binary
101179,Johan,Thomas,example101179@students.claremontmckenna.edu,ISFP,men,women
101180,Nolan,Garcia,example101180@students.pitzer.edu,INTP,men,women
101181,Fernanda,Huber,example101181@students.claremontmckenna.edu,ESFP,women,women
101182,Dakota,Hoover,example101182@hmc.edu,INTP,men,women
101183,Callen,Gates,example101183@mymail.pomona.edu,,non-binary,"men, women"
101184,Bonnie,Page,example101184@hmc.edu,ESFJ,men,women
101185,Elian,Erickson,example101185@mymail.pomona.edu,ENTP,"men, women, non-binary",non-binary
101186,Deandre,Graves,example101186@hmc.edu,ISFP,men,women
101187,Raegan,Summers,example101187@mymail.pomona.edu,ENFP,non-binary,men
101188,Nathan,Welch,example101188@mymail.pomona.edu,INTJ,women,"men, women, non-binary"
101189,Arya,Aguilar,example101189@hmc.edu,INFP,women,"men, women, non-binary"
101190,Bentlee,Hicks,example101190@scrippscollege.edu,ISTP,women,men
101191,Asher,Stephenson,example101191@students.claremontmckenna.edu,ISFP,men,women
101192,Noel,Finley,example101192@students.claremontmckenna.edu,ESFP,women,men
101193,Pierce,Davenport,example101193@hmc.edu,INFP,"men, women",men
101194,Theo,Randolph,example101194@hmc.edu,ISFJ,women,men
101195,Elina,Parks,example101195@scrippscollege.edu,ENFJ,men,women
101196,Marco,Perry,example101196@mymail.pomona.edu,INTJ,"men, non-binary","men, non-binary"
101197,Alijah,Christian,example101197@students.claremontmckenna.edu,INFP,non-binary,men
101198,Cleo,O’Connor,example101198@students.claremontmckenna.edu,ISFP,non-binary,"men, women"
101199,Ashlynn,Copeland,example101199@scrippscollege.edu,ISTJ,men,women
101200,Aarya,Gaines,example101200@students.pitzer.edu,ESFP,women,men
101201,Hunter,Colon,example101201@students.claremontmckenna.edu,ISTJ,women,women
101202,Nia,Sanchez,example101202@students.claremontmckenna.edu,ENFJ,men,women
101203,Harley,Guzman,example101203@scrippscollege.edu,ENFJ,women,men
101204,Danna,Rogers,example101204@students.pitzer.edu,INFJ,men,"men, non-binary"
101205,Jemma,Whitney,example101205@hmc.edu,ENFP,non-binary,men
101206,Walter,Boyle,example101206@mymail.pomona.edu,ISFP,women,men
101207,Emmett,Barrett,example101207@mymail.pomona.edu,ENTJ,"men, women",non-binary
101208,Nolan,Kemp,example101208@hmc.edu,ESTP,women,men
101209,Antonella,Day,example101209@scrippscollege.edu,INTJ,men,women
101210,Whitney,Brady,example101210@mymail.pomona.edu,ISTJ,women,men
101211,Finley,Holt,example101211@scrippscollege.edu,INFP,women,men
101212,Avalynn,Kelley,example101212@scrippscollege.edu,ISTP,women,men
101213,Azariah,Morse,example101213@students.pitzer.edu,ENFJ,women,men
101214,Aries,Quintero,example101214@mymail.pomona.edu,INTP,men,women
101215,Ana,Tanner,example101215@hmc.edu,ESTP,women,men
101216,Ashley,Singleton,example101216@scrippscollege.edu,ENTP,women,men
101217,Whitley,Mayo,example101217@students.claremontmckenna.edu,ISTP,non-binary,non-binary
101218,Caleb,Parker,example101218@hmc.edu,ISTJ,women,men
101219,Augustus,Donaldson,example101219@scrippscollege.edu,ISFP,non-binary,women
101220,Maisie,McFarland,example101220@hmc.edu,INFP,men,women
101221,Karen,King,example101221@hmc.edu,INTP,men,women
101222,Bristol,Santos,example101222@scrippscollege.edu,,women,"men, non-binary"
101223,Liv,Boyle,example101223@hmc.edu,ENFJ,women,men
101224,Adriel,Meyers,example101224@hmc.edu,ISFP,men,women
101225,Holly,Christian,example101225@students.claremontmckenna.edu,ENTJ,men,"men, women, non-binary"
101226,Zev,Delarosa,example101226@mymail.pomona.edu,INTJ,women,"men, women"
101227,Ezra,Everett,example101227@mymail.pomona.edu,ESTJ,men,women
101228,Khaleesi,Clarke,example101228@students.claremontmckenna.edu,ESFP,women,men
101229,Micah,Day,example101229@students.pitzer.edu,INFJ,men,women
101230,Danna,Vu,example101230@students.pitzer.edu,INTJ,men,women
101231,Khalil,Phelps,example101231@mymail.pomona.edu,INTP,men,women
101232,Julissa,Neal,example101232@students.pitzer.edu,ISTP,women,men
101233,Berkley,Yates,example101233@students.claremontmckenna.edu,ENFP,women,men
101234,Briar,Stafford,example101234@students.claremontmckenna.edu,INTP,men,women
101235,Ava,Luna,example101235@mymail.pomona.edu,ISTP,women,men
101236,Serenity,Robinson,example101236@students.claremontmckenna.edu,ISTJ,men,women
101237,Alani,Russo,example101237@hmc.edu,ESFJ,women,men
101238,Mercy,McCullough,example101238@hmc.edu,ENTP,non-binary,"men, women"
101239,Nyla,Hunt,example101239@students.pitzer.edu,ESTJ,women,"women, non-binary"
101240,Princeton,Dillon,example101240@mymail.pomona.edu,ESFP,"women, non-binary","men, women"
101241,Holden,Perry,example101241@mymail.pomona.edu,INTP,women,men
101242,Major,Brandt,example101242@scrippscollege.edu,INTJ,women,men
101243,Truett,Mueller,example101243@mymail.pomona.edu,ENFP,women,"men, non-binary"
101244,Wesley,Meyers,example101244@mymail.pomona.edu,ENTJ,men,women
101245,Alexandra,Clayton,example101245@students.pitzer.edu,ENFP,men,men
101246,Marianna,Francis,example101246@scrippscollege.edu,INTP,women,men
101247,Jakari,Salinas,example101247@mymail.pomona.edu,ESTJ,non-binary,men
101248,Faye,Best,example101248@mymail.pomona.edu,ISFP,men,women
101249,Loretta,Collier,example101249@mymail.pomona.edu,ESTJ,women,men
101250,Finley,Farley,example101250@scrippscollege.edu,ESFJ,men,women
101251,Mckenzie,Le,example101251@mymail.pomona.edu,ESFJ,non-binary,"men, women, non-binary"
101252,Louis,Johnston,example101252@hmc.edu,ISTJ,women,men
101253,Denise,Thomas,example101253@students.claremontmckenna.edu,ISFP,men,"men, women"
101254,Emery,Perry,example101254@hmc.edu,ESTP,women,men
101255,Louis,Farley,example101255@students.claremontmckenna.edu,ESFJ,"men, non-binary","women, non-binary"
101256,Khalil,Huynh,example101256@scrippscollege.edu,ESTP,"men, women",men
101257,Terrance,Dennis,example101257@students.pitzer.edu,ENFP,men,women
101258,Autumn,Nunez,example101258@hmc.edu,ESTJ,men,women
101259,Tyler,Morrow,example101259@scrippscollege.edu,ESFP,women,men
101260,Zaid,Barron,example101260@mymail.pomona.edu,INTP,women,men
101261,Lina,Kemp,example101261@mymail.pomona.edu,ENFJ,men,women
101262,Natasha,Boone,example101262@scrippscollege.edu,ISFJ,women,men
101263,Anaya,Bradshaw,example101263@students.pitzer.edu,INFP,non-binary,women
101264,Danny,Mitchell,example101264@scrippscollege.edu,ENFP,women,men
101265,Nyla,Mitchell,example101265@mymail.pomona.edu,,men,women
101266,Clyde,Garrison,example101266@students.pitzer.edu,INFJ,non-binary,"men, women"
101267,Dillon,Simpson,example101267@students.claremontmckenna.edu,ENTP,men,women
101268,Harmony,Davila,example101268@students.claremontmckenna.edu,,"men, non-binary","men, women"
101269,Giselle,Walsh,example101269@students.pitzer.edu,INFP,men,"men, women"
101270,Roland,Wong,example101270@hmc.edu,ENFJ,men,women
101271,Harold,Weeks,example101271@students.claremontmckenna.edu,INFP,women,men
101272,Karina,Leblanc,example101272@students.pitzer.edu,ISFP,women,men
101273,Andy,Morris,example101273@scrippscollege.edu,ISTJ,"women, non-binary",women
101274,Maleah,Cervantes,example101274@scrippscollege.edu,ISTJ,men,women
101275,Leonidas,Graves,example101275@hmc.edu,ESTP,women,"men, non-binary"
101276,Dorothy,Everett,example101276@students.pitzer.edu,ESFJ,men,women
101277,Magnus,Eaton,example101277@students.pitzer.edu,ENTP,women,men
101278,Deborah,Blackburn,example101278@scrippscollege.edu,INTJ,men,women
101279,Sutton,Walsh,example101279@scrippscollege.edu,ENFP,men,women
101280,Angelo,Nunez,example101280@mymail.pomona.edu,ISFP,non-binary,non-binary
101281,Promise,Farley,example101281@students.claremontmckenna.edu,ENFP,"men, non-binary","men, women, non-binary"
101282,Brennan,Hodges,example101282@students.pitzer.edu,ENFP,men,women
101283,Scarlett,Griffith,example101283@students.claremontmckenna.edu,ESFJ,women,non-binary
101284,Brennan,Wall,example101284@mymail.pomona.edu,INFJ,non-binary,"men, women"
101285,Palmer,Finley,example101285@hmc.edu,ISFJ,men,women
101286,Eliseo,Schwartz,example101286@hmc.edu,ESTP,men,women
101287,Kendra,Guerrero,example101287@students.pitzer.edu,INFJ,men,women
101288,Johan,Lyons,example101288@hmc.edu,ESTJ,women,men
101289,Jaziel,Neal,example101289@students.pitzer.edu,INTP,"men, non-binary",non-binary
101290,Whitley,Duarte,example101290@students.claremontmckenna.edu,INTP,women,non-binary
101291,Helena,Pineda,example101291@scrippscollege.edu,ENFJ,men,women
101292,Sylvia,Sexton,example101292@hmc.edu,INTP,"women, non-binary","men, women, non-binary"
101293,Tinsley,Avalos,example101293@hmc.edu,ESTP,women,men
101294,Tripp,Mayo,example101294@mymail.pomona.edu,ENTJ,men,women
101295,Viviana,Melendez,example101295@scrippscollege.edu,ESTJ,men,women
101296,Finley,Wiggins,example101296@students.claremontmckenna.edu,,men,"women, non-binary"
101297,Cora,Avalos,example101297@hmc.edu,ISTJ,women,non-binary
101298,Frederick,Peterson,example101298@students.claremontmckenna.edu,INTP,non-binary,"women, non-binary"
101299,Ryan,McClure,example101299@mymail.pomona.edu,ENFP,women,"women, non-binary"
101300,Winter,Grimes,example101300@mymail.pomona.edu,ESTJ,non-binary,"men, non-binary"
101301,Kimora,McDaniel,example101301@students.claremontmckenna.edu,ENFJ,men,women
101302,Rafael,Montgomery,example101302@students.claremontmckenna.edu,INTP,women,"men, women, non-binary"
101303,Amber,Horne,example101303@students.pitzer.edu,ESTP,women,men
101304,Royce,Duarte,example101304@students.pitzer.edu,ESFJ,men,women
101305,Karina,Lindsey,example101305@scrippscollege.edu,INTJ,women,men
101306,Kassidy,Schwartz,example101306@hmc.edu,INFJ,men,women
101307,Princeton,Mueller,example101307@students.claremontmckenna.edu,ENTP,men,women
101308,Rayna,Gaines,example101308@students.pitzer.edu,ISTP,men,women
101309,Esther,Lawson,example101309@scrippscollege.edu,ESTP,women,"men, women, non-binary"
101310,Emilio,Andersen,example101310@mymail.pomona.edu,ENTP,women,men
101311,Fatima,Novak,example101311@scrippscollege.edu,ENTP,women,men
101312,Callie,Barton,example101312@mymail.pomona.edu,ESTP,men,women
101313,Freya,Casey,example101313@hmc.edu,INFJ,non-binary,"men, women, non-binary"
101314,Roland,Smith,example101314@students.pitzer.edu,ISTJ,women,men
101315,Gabrielle,McKenzie,example101315@scrippscollege.edu,ISFP,"men, non-binary","women, non-binary"
101316,Stetson,Nunez,example101316@hmc.edu,ENFP,men,women
101317,August,Cain,example101317@scrippscollege.edu,INFJ,"men, non-binary",men
101318,Karter,Sosa,example101318@mymail.pomona.edu,ISTJ,non-binary,"men, women"
101319,Lawson,Young,example101319@hmc.edu,INFJ,women,non-binary
101320,Antonella,Schneider,example101320@students.pitzer.edu,ISFP,"men, women",men
101321,Mckenzie,Choi,example101321@mymail.pomona.edu,ESFP,women,men
101322,Wynter,Byrd,example101322@scrippscollege.edu,INFP,"women, non-binary","men, non-binary"
101323,Ramona,Bradford,example101323@mymail.pomona.edu,ISFJ,men,"men, women"
101324,Marianna,Moss,example101324@mymail.pomona.edu,ISTJ,"women, non-binary","men, non-binary"
101325,Alia,Yates,example101325@students.claremontmckenna.edu,,men,women
101326,Aliza,Washington,example101326@scrippscollege.edu,ESTP,non-binary,"men, non-binary"
101327,Silas,Walsh,example101327@mymail.pomona.edu,ISFJ,men,women
101328,Karsyn,Brady,example101328@students.claremontmckenna.edu,ENFJ,women,men
101329,Julian,McConnell,example101329@mymail.pomona.edu,ESFJ,non-binary,non-binary
101330,Dane,Villegas,example101330@mymail.pomona.edu,ENFP,non-binary,men
101331,Loretta,Nixon,example101331@students.pitzer.edu,ESFP,men,"men, women, non-binary"
101332,Bjorn,McKenzie,example101332@scrippscollege.edu,ESFJ,men,"men, women"
101333,Nalani,David,example101333@hmc.edu,ENTP,men,"men, women, non-binary"
101334,Mae,Boyle,example101334@students.pitzer.edu,ENFJ,men,women
101335,Beckham,Medrano,example101335@hmc.edu,INTP,men,women
101336,Tripp,Navarro,example101336@students.pitzer.edu,INFJ,women,"men, women"
101337,Noemi,Campbell,example101337@students.claremontmckenna.edu,ENTJ,men,women
101338,Hunter,Lara,example101338@students.pitzer.edu,ISTP,women,non-binary
101339,Anya,Reyna,example101339@hmc.edu,ESTP,men,"men, women"
101340,Canaan,Cox,example101340@hmc.edu,INTJ,men,"men, non-binary"
101341,Reyna,Hoffman,example101341@hmc.edu,,women,men
101342,Peyton,Martinez,example101342@students.pitzer.edu,ESTJ,men,"women, non-binary"
101343,Armani,Charles,example101343@students.pitzer.edu,ESTJ,"men, non-binary","men, women, non-binary"
101344,Reign,Stanley,example101344@scrippscollege.edu,ISFP,men,women
101345,Nataly,Little,example101345@hmc.edu,ENTP,men,women
101346,Christian,Barber,example101346@students.pitzer.edu,INFJ,non-binary,women
101347,Sebastian,Jarvis,example101347@students.pitzer.edu,,men,women
101348,Aliyah,Shannon,example101348@scrippscollege.edu,INTJ,women,men
101349,Alaiya,Benitez,example101349@scrippscollege.edu,ENTJ,women,men
101350,Azariah,Frank,example101350@students.pitzer.edu,ESFP,men,non-binary
101351,Lina,Fry,example101351@students.claremontmckenna.edu,ENFJ,women,men
101352,Addison,Sherman,example101352@scrippscollege.edu,ESTP,men,women
101353,Caiden,Thompson,example101353@mymail.pomona.edu,ENFP,"men, women","men, women"
101354,Lincoln,Nicholson,example101354@hmc.edu,ISFP,men,"men, women, non-binary"
101355,Erick,Fry,example101355@mymail.pomona.edu,,non-binary,"men, non-binary"
101356,Abigail,Hood,example101356@mymail.pomona.edu,ISTP,men,"women, non-binary"
101357,Erick,Oliver,example101357@mymail.pomona.edu,ENFJ,men,women
101358,Phoebe,Walker,example101358@hmc.edu,ESTP,"women, non-binary",men
101359,Jadiel,House,example101359@students.claremontmckenna.edu,ENFJ,non-binary,non-binary
101360,Armani,Reyna,example101360@scrippscollege.edu,ISFJ,women,"men, women"
101361,Calvin,Salinas,example101361@hmc.edu,,women,men
101362,Frida,Brady,example101362@students.claremontmckenna.edu,ISFP,men,women
101363,Adley,Parks,example101363@mymail.pomona.edu,ESFJ,women,men
101364,Addison,Barber,example101364@mymail.pomona.edu,ISFJ,men,women
101365,Kylan,Sanchez,example101365@mymail.pomona.edu,ENTP,men,women
101366,Serenity,Koch,example101366@mymail.pomona.edu,,"women, non-binary",women
101367,Mya,Lawson,example101367@students.claremontmckenna.edu,ISFP,men,women
101368,Kylie,Norton,example101368@mymail.pomona.edu,ESTJ,men,women
101369,Scarlett,Hull,example101369@hmc.edu,INTJ,women,women
101370,Gracelyn,Quintero,example101370@scrippscollege.edu,ENTP,men,women
101371,Ayden,Fischer,example101371@mymail.pomona.edu,ENFJ,non-binary,women
101372,Viviana,Waller,example101372@students.pitzer.edu,,women,men
101373,Andi,Santiago,example101373@hmc.edu,ENFJ,non-binary,non-binary
101374,Kamryn,Davidson,example101374@scrippscollege.edu,ENFJ,women,men
101375,Mya,Guerrero,example101375@students.pitzer.edu,ESTJ,women,men
101376,Callen,Trejo,example101376@students.pitzer.edu,ISFP,"men, non-binary","men, non-binary"
101377,Gwendolyn,Pacheco,example101377@scrippscollege.edu,ISFJ,men,women
101378,Salem,Everett,example101378@hmc.edu,ESFJ,men,women
101379,Emmalynn,McDowell,example101379@mymail.pomona.edu,ISFJ,men,women
101380,Zelda,Jimenez,example101380@scrippscollege.edu,INFP,non-binary,"men, non-binary"
101381,Zander,Juarez,example101381@students.claremontmckenna.edu,ENFJ,women,men
101382,Hadassah,Flores,example101382@students.claremontmckenna.edu,ENTJ,men,women
101383,Izaiah,Escobar,example101383@students.claremontmckenna.edu,ISTJ,men,men
101384,Georgia,Zavala,example101384@students.pitzer.edu,ENFJ,men,women
101385,Alaya,Bartlett,example101385@scrippscollege.edu,ISTP,non-binary,"men, non-binary"
101386,Nelson,Mann,example101386@mymail.pomona.edu,ENTP,men,non-binary
101387,Jameson,Morrow,example101387@mymail.pomona.edu,ESTP,"men, women","men, women, non-binary"
101388,Emory,Mayo,example101388@students.pitzer.edu,ISFJ,women,non-binary
101389,Kairi,Klein,example101389@scrippscollege.edu,INTP,women,men
101390,Alexandra,Parks,example101390@students.pitzer.edu,ISTJ,men,women
101391,Aryan,Fleming,example101391@scrippscollege.edu,ISFP,women,men
101392,Rafael,Burton,example101392@mymail.pomona.edu,ISTJ,"men, non-binary","men, women, non-binary"
101393,Alondra,Daniels,example101393@students.claremontmckenna.edu,ISFJ,men,"men, women, non-binary"
101394,Beckham,Coffey,example101394@students.pitzer.edu,ISFJ,women,men
101395,Cristian,Yoder,example101395@students.claremontmckenna.edu,ISTJ,men,"men, non-binary"
101396,Madison,Lloyd,example101396@hmc.edu,INFJ,men,women
101397,Sebastian,Foley,example101397@students.pitzer.edu,ISTJ,men,women
101398,Wyatt,Nunez,example101398@scrippscollege.edu,ISFP,women,men
101399,Estella,Mora,example101399@students.claremontmckenna.edu,ENFJ,women,"men, women"
101400,Kevin,Lindsey,example101400@mymail.pomona.edu,ENFJ,women,men
101401,Jenna,Duran,example101401@students.claremontmckenna.edu,ENTP,men,women
101402,Brecken,Kemp,example101402@students.pitzer.edu,ENFP,women,men
101403,Nia,Cameron,example101403@hmc.edu,ISFJ,women,men
101404,Murphy,McKenzie,example101404@students.pitzer.edu,INFP,women,men
101405,Melina,Whitney,example101405@students.claremontmckenna.edu,ENFJ,women,men
101406,Charley,Farrell,example101406@students.pitzer.edu,INFP,men,women
101407,Madison,Harding,example101407@students.pitzer.edu,ISFJ,women,men
101408,Enoch,Zhang,example101408@mymail.pomona.edu,ISTP,women,men
101409,Anika,Parrish,example101409@scrippscollege.edu,INTJ,men,"women, non-binary"
101410,Fallon,Griffith,example101410@scrippscollege.edu,ISFP,men,"men, non-binary"
101411,Maliyah,Holmes,example101411@hmc.edu,ENFP,women,men
101412,Julie,French,example101412@students.pitzer.edu,ENFJ,"men, women","men, women"
101413,Paris,Steele,example101413@hmc.edu,ESFP,women,men
101414,Darius,Zavala,example101414@scrippscollege.edu,ISTJ,women,men
101415,Kairo,Pratt,example101415@students.claremontmckenna.edu,ISTJ,women,men
101416,Kaisley,Fitzgerald,example101416@scrippscollege.edu,ESTP,men,women
101417,Kareem,Waters,example101417@students.claremontmckenna.edu,ESFJ,men,women
101418,Scott,Arellano,example101418@hmc.edu,ENFP,women,men
101419,Bentlee,Colon,example101419@students.pitzer.edu,,men,women
101420,Mylo,Morrow,example101420@students.pitzer.edu,ESTJ,men,non-binary
101421,Adeline,King,example101421@students.claremontmckenna.edu,INTP,women,"women, non-binary"
101422,Royce,Salgado,example101422@mymail.pomona.edu,ESFJ,women,men
101423,Charlie,Delacruz,example101423@hmc.edu,ESFJ,women,men
101424,Jayson,Villa,example101424@mymail.pomona.edu,,men,women
101425,Melani,Francis,example101425@scrippscollege.edu,ENTJ,men,non-binary
101426,Jaxen,Dejesus,example101426@hmc.edu,ENTJ,men,"men, women, non-binary"
101427,Bria,Delacruz,example101427@students.pitzer.edu,ISFP,non-binary,women
101428,Aria,Stephenson,example101428@students.pitzer.edu,ESFP,men,women
101429,Alina,Reese,example101429@students.claremontmckenna.edu,ENFP,women,men
101430,Alaina,Glenn,example101430@hmc.edu,ISTJ,men,women
101431,Finn,Guevara,example101431@students.pitzer.edu,,men,women
101432,Wyatt,Flores,example101432@hmc.edu,INFP,women,"men, non-binary"
101433,Lucille,Blake,example101433@mymail.pomona.edu,INTJ,men,"men, women, non-binary"
101434,Zoie,Jefferson,example101434@students.claremontmckenna.edu,INFJ,men,"women, non-binary"
101435,Sarai,House,example101435@students.claremontmckenna.edu,,women,"men, women"
101436,Lian,Garrison,example101436@students.pitzer.edu,INTJ,men,women
101437,Walker,Navarro,example101437@mymail.pomona.edu,ENFJ,women,men
101438,Milani,Kemp,example101438@hmc.edu,ENFJ,men,"men, non-binary"
101439,Estella,Vu,example101439@mymail.pomona.edu,INFP,women,men
101440,Leanna,Williamson,example101440@students.pitzer.edu,ESFP,men,"women, non-binary"
101441,Leilani,Rasmussen,example101441@hmc.edu,INFJ,men,"women, non-binary"
101442,Callen,Gaines,example101442@mymail.pomona.edu,ENTJ,women,men
101443,Clara,Jarvis,example101443@scrippscollege.edu,ENFJ,men,"women, non-binary"
101444,Korbin,McCarthy,example101444@students.claremontmckenna.edu,ISFP,women,men
101445,River,Townsend,example101445@students.pitzer.edu,ISFJ,men,women
101446,Nathan,Nicholson,example101446@scrippscollege.edu,INTJ,women,men
101447,Aydin,Melton,example101447@students.claremontmckenna.edu,ISTP,women,non-binary
101448,Scarlett,Tang,example101448@hmc.edu,ESFP,women,men
101449,Lucy,Tanner,example101449@students.pitzer.edu,ISFP,men,women
